"date","close","volume","open","high","low"
"2017-06-21T00:00:00","376.4000","4916770.0000","374.3500","376.9900","368.0200"
"2017-06-20T00:00:00","372.2400","7419110.0000","376.6700","378.8800","369.7300"
"2017-06-19T00:00:00","369.8000","6433434.0000","375.0000","376.7000","367.8000"
"2017-06-16T00:00:00","371.4000","6347450.0000","377.9750","378.0100","370.1000"
"2017-06-15T00:00:00","375.3400","10412650.0000","372.5000","375.4600","366.4900"
"2017-06-14T00:00:00","380.6600","12778480.0000","381.0850","384.2500","376.3100"
"2017-06-13T00:00:00","375.9500","11773370.0000","367.6200","376.0000","366.6100"
"2017-06-12T00:00:00","359.0100","10507860.0000","357.9900","364.5000","350.6200"
"2017-06-09T00:00:00","357.3200","17250060.0000","374.4200","376.8700","354.8000"
"2017-06-08T00:00:00","370.0000","9028677.0000","363.7500","371.9000","360.2200"
"2017-06-07T00:00:00","359.6500","9348692.0000","356.3400","360.5000","355.1400"
"2017-06-06T00:00:00","352.8500","11031920.0000","344.7000","359.4929","339.9700"
"2017-06-05T00:00:00","347.3200","6769174.0000","338.5000","348.4400","334.2100"
"2017-06-02T00:00:00","339.8500","5583952.0000","339.7700","342.8800","335.9300"
"2017-06-01T00:00:00","340.3700","7601764.0000","344.0000","344.8800","337.2900"
"2017-05-31T00:00:00","341.0100","9937556.0000","337.6900","342.8900","335.1600"
"2017-05-30T00:00:00","335.1000","7771536.0000","326.0000","336.2800","325.7600"
"2017-05-26T00:00:00","325.1400","7793009.0000","317.2800","325.4900","316.3100"
"2017-05-25T00:00:00","316.8300","5000432.0000","311.0200","316.9700","307.8100"
"2017-05-24T00:00:00","310.2200","5035192.0000","306.5100","311.0000","305.4000"
"2017-05-23T00:00:00","303.8600","4314267.0000","310.4600","310.7300","303.4800"
"2017-05-22T00:00:00","310.3500","4324305.0000","312.8000","314.3700","306.8000"
"2017-05-19T00:00:00","310.8300","4654580.0000","315.5000","316.5000","310.2000"
"2017-05-18T00:00:00","313.0600","5609153.0000","307.0000","313.9400","305.3100"
"2017-05-17T00:00:00","306.1100","6695657.0000","314.3900","314.6300","305.5000"
"2017-05-16T00:00:00","317.0100","4141066.0000","317.5900","320.0600","315.1400"
"2017-05-15T00:00:00","315.8800","7606854.0000","318.3800","320.2000","312.5300"
"2017-05-12T00:00:00","324.8100","4118613.0000","325.4800","327.0000","321.5300"
"2017-05-11T00:00:00","323.1000","4747172.0000","323.4000","326.0000","319.6000"
"2017-05-10T00:00:00","325.2200","5734524.0000","321.5600","325.5000","318.1200"
"2017-05-09T00:00:00","321.2600","9663374.0000","309.3800","321.9900","309.1000"
"2017-05-08T00:00:00","307.1900","7002907.0000","310.9000","313.7900","305.8200"
"2017-05-05T00:00:00","308.3500","8117449.0000","298.0000","308.5500","296.8000"
"2017-05-04T00:00:00","295.4600","14135990.0000","307.4350","307.7700","290.7601"
"2017-05-03T00:00:00","311.0200","6879259.0000","317.6700","321.5300","310.4500"
"2017-05-02T00:00:00","318.8900","5316551.0000","324.0000","327.6599","316.5601"
"2017-05-01T00:00:00","322.8300","8819888.0000","314.8800","327.2500","314.8100"
"2017-04-28T00:00:00","314.0700","4496659.0000","309.8300","314.8000","308.0000"
"2017-04-27T00:00:00","308.6300","3462663.0000","311.6900","313.0900","307.5000"
"2017-04-26T00:00:00","310.1700","4683131.0000","312.3700","314.5000","309.0000"
"2017-04-25T00:00:00","313.7900","6734162.0000","308.0000","313.9800","305.8600"
"2017-04-24T00:00:00","308.0300","5077771.0000","309.2200","310.5500","306.0215"
"2017-04-21T00:00:00","305.6000","4501958.0000","302.0000","306.4000","300.4200"
"2017-04-20T00:00:00","302.5100","6145961.0000","306.5100","309.1500","300.2300"
"2017-04-19T00:00:00","305.5200","3891145.0000","302.4600","306.6200","302.1100"
"2017-04-18T00:00:00","300.2500","3034225.0000","299.7000","300.8399","297.9000"
"2017-04-17T00:00:00","301.4400","4128067.0000","302.7000","304.0000","298.6800"
"2017-04-13T00:00:00","304.0000","9275682.0000","296.7000","307.3900","295.3000"
"2017-04-12T00:00:00","296.8400","6043648.0000","306.3400","308.4481","296.3200"
"2017-04-11T00:00:00","308.7100","5718053.0000","313.3800","313.4700","305.5000"
"2017-04-10T00:00:00","312.3900","7653623.0000","309.1500","313.7299","308.7100"
"2017-04-07T00:00:00","302.5400","4566632.0000","297.5000","302.6900","297.1500"
"2017-04-06T00:00:00","298.7000","5517731.0000","296.8800","301.9400","294.1000"
"2017-04-05T00:00:00","295.0000","7858565.0000","302.0400","304.8800","294.2000"
"2017-04-04T00:00:00","303.7000","10108230.0000","296.8900","304.8100","294.5300"
"2017-04-03T00:00:00","298.5200","13864850.0000","286.9000","299.0000","284.5800"
"2017-03-31T00:00:00","278.3000","3293698.0000","278.7300","279.6800","276.3197"
"2017-03-30T00:00:00","277.9200","4141437.0000","278.0400","282.0000","277.2100"
"2017-03-29T00:00:00","277.3800","3672526.0000","278.3400","279.6000","275.5400"
"2017-03-28T00:00:00","277.4500","7978665.0000","277.0200","280.6800","275.0000"
"2017-03-27T00:00:00","270.2200","6221361.0000","260.6000","270.5700","259.7500"
"2017-03-24T00:00:00","263.1600","5637668.0000","255.7000","263.8900","255.0100"
"2017-03-23T00:00:00","254.7800","3309844.0000","255.3900","257.6720","253.3000"
"2017-03-22T00:00:00","255.0100","4056735.0000","251.5600","255.0700","250.5100"
"2017-03-21T00:00:00","250.6800","6901555.0000","262.8300","264.8000","250.2400"
"2017-03-20T00:00:00","261.9200","3601616.0000","260.6000","264.5500","258.8210"
"2017-03-17T00:00:00","261.5000","6491018.0000","264.0000","265.3300","261.2000"
"2017-03-16T00:00:00","262.0500","7127180.0000","262.4000","265.7500","259.0600"
"2017-03-15T00:00:00","255.7300","5233365.0000","257.0000","261.0000","254.2700"
"2017-03-14T00:00:00","258.0000","7581719.0000","246.1100","258.1200","246.0200"
"2017-03-13T00:00:00","246.1700","3011280.0000","244.8200","246.8500","242.7810"
"2017-03-10T00:00:00","243.6900","3062785.0000","246.2100","246.5000","243.0000"
"2017-03-09T00:00:00","244.9000","3876494.0000","247.6300","248.6600","243.0000"
"2017-03-08T00:00:00","246.8700","3726746.0000","247.0000","250.0700","245.3200"
"2017-03-07T00:00:00","248.5900","3452587.0000","251.9200","253.8900","248.3200"
"2017-03-06T00:00:00","251.2100","3353601.0000","247.9100","251.7000","247.5100"
"2017-03-03T00:00:00","251.5700","2925481.0000","250.7400","251.9000","249.0000"
"2017-03-02T00:00:00","250.4800","3345751.0000","249.7100","253.2800","248.2700"
"2017-03-01T00:00:00","250.0200","4804963.0000","254.1800","254.8500","249.1100"
"2017-02-28T00:00:00","249.9900","6073890.0000","244.1900","251.0000","243.9000"
"2017-02-27T00:00:00","246.2300","11450160.0000","248.1700","248.3600","242.0100"
"2017-02-24T00:00:00","257.0000","8166869.0000","252.6600","258.2500","250.2000"
"2017-02-23T00:00:00","255.9900","14877090.0000","264.0000","264.6600","255.5600"
"2017-02-22T00:00:00","273.5100","8537811.0000","280.3100","283.4500","272.6000"
"2017-02-21T00:00:00","277.3900","5647575.0000","275.4500","281.4000","274.0100"
"2017-02-17T00:00:00","272.2300","6251469.0000","265.8000","272.8900","264.1500"
"2017-02-16T00:00:00","268.9500","7063860.0000","277.6000","280.0000","268.5000"
"2017-02-15T00:00:00","279.7600","4943879.0000","280.0000","282.2400","276.4400"
"2017-02-14T00:00:00","280.9800","7341450.0000","279.0300","287.3900","278.6100"
"2017-02-13T00:00:00","280.6000","7023072.0000","270.7400","280.7899","270.5100"
"2017-02-10T00:00:00","269.2300","3618336.0000","269.7900","270.9500","266.1100"
"2017-02-09T00:00:00","269.2000","7812600.0000","266.2500","271.1800","266.1500"
"2017-02-08T00:00:00","262.0800","3912428.0000","257.3500","263.3600","256.2000"
"2017-02-07T00:00:00","257.4800","4244063.0000","258.1900","260.0000","256.4200"
"2017-02-06T00:00:00","257.7700","3557600.0000","251.0000","257.8200","250.6300"
"2017-02-03T00:00:00","251.3300","2185230.0000","251.9100","252.1790","249.6800"
"2017-02-02T00:00:00","251.5500","2498799.0000","248.3400","252.4200","247.7100"
"2017-02-01T00:00:00","249.2400","3953105.0000","253.0500","253.2000","249.0500"
"2017-01-31T00:00:00","251.9300","4112013.0000","249.2400","255.8900","247.7000"
"2017-01-30T00:00:00","250.6300","3798638.0000","252.5300","255.2899","247.1000"
"2017-01-27T00:00:00","252.9500","3161774.0000","251.3800","253.0000","248.5200"
"2017-01-26T00:00:00","252.5100","3143717.0000","254.2900","255.7400","250.7500"
"2017-01-25T00:00:00","254.4700","5145301.0000","257.3100","258.4600","251.8000"
"2017-01-24T00:00:00","254.6100","4958144.0000","250.0000","254.8000","249.6500"
"2017-01-23T00:00:00","248.9200","6262097.0000","245.8500","250.8899","245.5000"
"2017-01-20T00:00:00","244.7300","4199720.0000","245.4600","246.0000","243.0100"
"2017-01-19T00:00:00","243.7600","7717244.0000","247.2500","248.6800","240.7500"
"2017-01-18T00:00:00","238.3600","3767272.0000","236.6500","239.7100","235.5800"
"2017-01-17T00:00:00","235.5800","4614731.0000","236.7000","239.9600","234.3700"
"2017-01-13T00:00:00","237.7500","6085610.0000","230.0000","237.8500","229.5900"
"2017-01-12T00:00:00","229.5900","3787547.0000","229.0600","230.7000","225.5800"
"2017-01-11T00:00:00","229.7300","3649910.0000","229.0700","229.9800","226.6800"
"2017-01-10T00:00:00","229.8700","3658981.0000","232.0000","232.0000","226.8900"
"2017-01-09T00:00:00","231.2800","3972716.0000","228.9700","231.9200","228.0000"
"2017-01-06T00:00:00","229.0100","5524153.0000","226.9300","230.3100","225.4500"
"2017-01-05T00:00:00","226.7500","5908927.0000","226.4200","227.4800","221.9500"
"2017-01-04T00:00:00","226.9900","11204560.0000","214.7500","228.0000","214.3100"
"2017-01-03T00:00:00","216.9900","5901494.0000","214.8600","220.3300","210.9600"
"2016-12-30T00:00:00","213.6900","4641288.0000","216.3000","217.5000","211.6800"
"2016-12-29T00:00:00","214.6800","4043086.0000","218.5600","219.2000","214.1225"
"2016-12-28T00:00:00","219.7400","3778544.0000","221.5300","223.8000","217.2000"
"2016-12-27T00:00:00","219.5300","5913335.0000","214.8800","222.2500","214.4200"
"2016-12-23T00:00:00","213.3400","4668263.0000","208.0000","213.4500","207.7100"
"2016-12-22T00:00:00","208.4500","3108427.0000","208.2200","209.9900","206.5000"
"2016-12-21T00:00:00","207.7000","5206143.0000","208.4500","212.2300","207.4100"
"2016-12-20T00:00:00","208.7900","4684269.0000","203.0500","209.0000","202.5000"
"2016-12-19T00:00:00","202.7300","3486937.0000","202.4900","204.4500","199.8400"
"2016-12-16T00:00:00","202.4900","3795444.0000","198.0800","202.5900","197.6000"
"2016-12-15T00:00:00","197.5800","3218653.0000","198.4100","200.7400","197.3900"
"2016-12-14T00:00:00","198.6900","4147314.0000","198.7400","203.0000","196.7600"
"2016-12-13T00:00:00","198.1500","6819322.0000","193.1800","201.2800","193.0000"
"2016-12-12T00:00:00","192.4300","2436428.0000","192.8000","194.4200","191.0400"
"2016-12-09T00:00:00","192.1800","2720937.0000","190.8700","193.8360","190.8100"
"2016-12-08T00:00:00","192.2900","3193684.0000","192.0500","192.5000","189.5400"
"2016-12-07T00:00:00","193.1500","5457071.0000","186.1500","193.4000","185.0000"
"2016-12-06T00:00:00","185.8500","3389365.0000","185.5200","186.5800","182.6825"
"2016-12-05T00:00:00","186.8000","4069480.0000","182.5100","188.8900","182.5100"
"2016-12-02T00:00:00","181.4700","4040201.0000","182.8800","184.8800","180.0000"
"2016-12-01T00:00:00","181.8800","5119105.0000","188.2500","188.5300","181.0000"
"2016-11-30T00:00:00","189.4000","3544891.0000","191.0000","191.8900","187.5000"
"2016-11-29T00:00:00","189.5700","4435312.0000","195.5600","196.7300","189.5000"
"2016-11-28T00:00:00","196.1200","4521082.0000","195.4800","199.3500","194.5500"
"2016-11-25T00:00:00","196.6500","2366098.0000","193.6400","197.2372","193.6400"
"2016-11-23T00:00:00","193.1400","4890285.0000","190.6100","195.6440","189.0000"
"2016-11-22T00:00:00","191.1700","5601238.0000","185.8400","191.4700","183.7100"
"2016-11-21T00:00:00","184.5200","4355872.0000","185.0400","188.8900","184.4100"
"2016-11-18T00:00:00","185.0200","5206473.0000","190.6500","193.0000","185.0000"
"2016-11-17T00:00:00","188.6600","4880969.0000","183.4900","189.4900","182.1101"
"2016-11-16T00:00:00","183.9300","3432668.0000","182.6500","184.7300","181.2100"
"2016-11-15T00:00:00","183.7700","3899743.0000","182.7800","186.4300","182.0500"
"2016-11-14T00:00:00","181.4500","6547913.0000","188.0000","188.2500","178.1900"
"2016-11-11T00:00:00","188.5600","3987091.0000","184.2400","188.8800","183.0000"
"2016-11-10T00:00:00","185.3500","6746290.0000","191.0500","191.6100","180.4200"
"2016-11-09T00:00:00","190.0600","8166447.0000","186.8750","192.0000","183.9500"
"2016-11-08T00:00:00","194.9400","3252927.0000","193.7900","197.4900","191.2600"
"2016-11-07T00:00:00","193.2100","3857682.0000","193.5900","194.2900","190.0500"
"2016-11-04T00:00:00","190.5600","5143915.0000","189.0000","193.4600","185.9600"
"2016-11-03T00:00:00","187.4200","2644550.0000","189.0000","191.4700","187.0401"
"2016-11-02T00:00:00","188.0200","4242250.0000","190.0500","192.6951","187.5050"
"2016-11-01T00:00:00","190.7900","7023674.0000","198.0400","198.5000","188.1050"
"2016-10-31T00:00:00","197.7300","4691320.0000","202.4900","202.4900","195.8100"
"2016-10-28T00:00:00","199.9700","4273456.0000","204.0000","205.3200","199.8300"
"2016-10-27T00:00:00","204.0100","13070990.0000","211.3400","213.7000","201.6500"
"2016-10-26T00:00:00","202.2400","5346893.0000","201.0000","203.1900","200.1000"
"2016-10-25T00:00:00","202.3400","2442118.0000","202.9000","204.6900","201.2000"
"2016-10-24T00:00:00","202.7600","2747344.0000","201.0000","203.9452","200.2500"
"2016-10-21T00:00:00","200.0900","2936908.0000","198.6000","201.5700","197.4100"
"2016-10-20T00:00:00","199.1000","5069410.0000","202.1200","203.0000","197.0500"
"2016-10-19T00:00:00","203.5600","6966185.0000","199.7400","206.6600","198.0600"
"2016-10-18T00:00:00","199.1000","5676046.0000","195.9900","199.4700","193.2600"
"2016-10-17T00:00:00","193.9600","4518331.0000","197.0500","198.3900","192.0000"
"2016-10-14T00:00:00","196.5100","4265471.0000","200.6600","201.4300","196.3000"
"2016-10-13T00:00:00","200.2400","2495140.0000","200.5000","200.8950","197.0500"
"2016-10-12T00:00:00","201.5100","1969099.0000","200.9500","203.8800","200.4200"
"2016-10-11T00:00:00","200.1000","2326754.0000","201.8500","202.2000","198.3100"
"2016-10-10T00:00:00","200.9500","3311340.0000","201.3500","204.1400","199.6600"
"2016-10-07T00:00:00","196.6100","3489480.0000","201.0000","201.3200","195.8000"
"2016-10-06T00:00:00","201.0000","4697937.0000","202.4600","204.2099","200.2100"
"2016-10-05T00:00:00","208.4600","1872456.0000","212.2400","213.1500","208.1200"
"2016-10-04T00:00:00","211.4100","3537953.0000","213.1000","213.3200","208.8200"
"2016-10-03T00:00:00","213.7000","5989342.0000","212.3000","215.6688","208.2500"
"2016-09-30T00:00:00","204.0300","2581730.0000","202.2100","204.9800","199.5500"
"2016-09-29T00:00:00","200.7000","2714040.0000","205.6000","207.3300","200.5800"
"2016-09-28T00:00:00","206.2700","2079324.0000","207.5100","208.2500","205.2600"
"2016-09-27T00:00:00","205.8100","3367907.0000","209.6500","209.9818","204.6093"
"2016-09-26T00:00:00","208.9900","2393373.0000","206.5000","211.0000","206.5000"
"2016-09-23T00:00:00","207.4500","2904125.0000","205.9900","210.1800","205.6700"
"2016-09-22T00:00:00","206.4300","2381600.0000","206.4000","207.2800","203.0000"
"2016-09-21T00:00:00","205.2200","2631285.0000","206.3700","207.0000","201.5600"
"2016-09-20T00:00:00","204.6400","2408556.0000","206.8500","207.7500","203.9100"
"2016-09-19T00:00:00","206.3400","2298318.0000","207.0000","209.4300","205.0000"
"2016-09-16T00:00:00","205.4000","3104266.0000","200.4200","205.7000","199.0000"
"2016-09-15T00:00:00","200.4200","3082942.0000","196.4900","202.5193","196.4000"
"2016-09-14T00:00:00","196.4100","2256143.0000","195.7500","197.9248","194.8562"
"2016-09-13T00:00:00","196.0500","3583140.0000","197.0600","198.4900","193.4500"
"2016-09-12T00:00:00","198.3000","3714049.0000","195.0000","201.3690","194.1000"
"2016-09-09T00:00:00","194.4700","3753734.0000","199.0900","199.9200","193.7000"
"2016-09-08T00:00:00","197.3600","3372293.0000","199.5500","199.8900","196.3600"
"2016-09-07T00:00:00","201.7100","3637918.0000","205.5000","206.4968","200.7100"
"2016-09-06T00:00:00","202.8300","4386193.0000","199.0200","203.2500","199.0000"
"2016-09-02T00:00:00","197.7800","5970154.0000","202.3300","203.2000","196.2000"
"2016-09-01T00:00:00","200.7700","7932444.0000","209.0100","211.0999","200.5000"
"2016-08-31T00:00:00","212.0100","3274854.0000","210.4300","212.6000","208.6500"
"2016-08-30T00:00:00","211.3400","3164222.0000","216.1100","216.1100","210.5200"
"2016-08-29T00:00:00","215.2000","3261381.0000","220.1500","220.4000","215.0000"
"2016-08-26T00:00:00","219.9900","2238087.0000","222.1400","222.8550","218.8200"
"2016-08-25T00:00:00","220.9600","1760212.0000","223.1100","223.8000","220.7700"
"2016-08-24T00:00:00","222.6200","2566947.0000","227.0500","227.1500","222.2200"
"2016-08-23T00:00:00","224.8400","4747745.0000","224.3200","228.4900","222.8000"
"2016-08-22T00:00:00","222.9300","2061692.0000","224.1700","225.1100","222.6800"
"2016-08-19T00:00:00","225.0000","1658616.0000","223.5400","225.1690","222.5300"
"2016-08-18T00:00:00","223.5100","1699300.0000","223.8200","225.6600","222.2900"
"2016-08-17T00:00:00","223.2400","1786408.0000","224.3300","224.8300","222.8000"
"2016-08-16T00:00:00","223.6100","2251115.0000","225.4900","227.1900","223.4101"
"2016-08-15T00:00:00","225.5900","2017964.00T00:00:0000","226.0200","229.5000","224.9300"
"2016-08-12T00:00:00","225.6100","1811850.0000","225.4100","226.6500","224.0400"
"2016-08-11T00:00:00","224.9100","1876959.0000","226.1700","227.5700","223.4100"
"2016-08-10T00:00:00","225.6500","2336496.0000","228.2400","229.8700","224.6200"
"2016-08-09T00:00:00","229.0800","2199766.0000","226.8200","231.5375","226.6500"
"2016-08-08T00:00:00","226.1600","2259465.0000","228.0000","229.6000","226.0900"
"2016-08-05T00:00:00","230.0300","3190342.0000","230.0000","232.0000","227.4000"
"2016-08-04T00:00:00","230.6100","4142155.0000","225.6900","230.8600","222.0500"
"2016-08-03T00:00:00","225.7900","3808747.0000","227.3700","229.6990","224.2100"
"2016-08-02T00:00:00","227.2000","3928706.0000","229.3700","229.8700","221.4000"
"2016-08-01T00:00:00","230.0100","4014048.0000","235.5000","236.6300","229.3800"
"2016-07-29T00:00:00","234.7900","3061574.0000","230.7000","235.2800","230.2400"
"2016-07-28T00:00:00","230.6100","2415462.0000","227.9500","230.7600","226.6000"
"2016-07-27T00:00:00","228.4900","2887028.0000","229.3400","233.3600","226.9200"
"2016-07-26T00:00:00","229.5100","3427251.0000","227.6900","230.0000","225.3000"
"2016-07-25T00:00:00","230.0100","4479483.0000","222.2700","231.3900","221.3715"
"2016-07-22T00:00:00","222.2700","2570462.0000","221.9900","224.5000","218.8800"
"2016-07-21T00:00:00","220.5000","4425756.0000","226.0000","227.8470","219.1000"
"2016-07-20T00:00:00","228.3600","2556119.0000","226.4700","229.8000","225.0000"
"2016-07-19T00:00:00","225.2600","3047535.0000","225.0000","229.1000","224.7500"
"2016-07-18T00:00:00","226.2500","3394588.0000","219.6400","227.0900","218.3000"
"2016-07-15T00:00:00","220.4000","2230821.0000","222.5200","222.7499","219.6400"
"2016-07-14T00:00:00","221.5300","2657899.0000","223.1200","224.9400","221.0500"
"2016-07-13T00:00:00","222.5300","3540699.0000","225.5000","225.5900","220.2900"
"2016-07-12T00:00:00","224.6500","4573875.0000","224.1000","227.5000","223.2200"
"2016-07-11T00:00:00","224.7800","5369066.0000","219.9600","226.7800","219.5100"
"2016-07-08T00:00:00","216.7800","4067131.0000","217.8000","219.8100","214.5000"
"2016-07-07T00:00:00","215.9400","3603385.0000","213.1000","218.1200","213.0100"
"2016-07-06T00:00:00","214.4400","4910285.0000","210.0000","215.2300","209.0000"
"2016-07-05T00:00:00","213.9800","5169832.0000","209.7300","214.5441","208.0000"
"2016-07-01T00:00:00","216.5000","5396030.0000","206.1400","218.2400","206.0000"
"2016-06-30T00:00:00","212.2800","4794440.0000","212.9700","213.4999","209.0200"
"2016-06-29T00:00:00","210.1900","5987120.0000","205.1300","211.7800","203.0000"
"2016-06-28T00:00:00","201.7900","6158996.0000","201.8900","204.0500","199.4100"
"2016-06-27T00:00:00","198.5500","7211823.0000","190.8600","198.8100","187.8700"
"2016-06-24T00:00:00","193.1500","6988949.0000","190.0500","195.1200","189.7300"
"2016-06-23T00:00:00","196.4000","10098190.0000","195.6900","197.5500","192.1300"
"2016-06-22T00:00:00","196.6600","23706100.0000","199.4700","205.9500","195.7500"
"2016-06-21T00:00:00","219.6100","2855619.0000","220.6800","222.5690","218.8100"
"2016-06-20T00:00:00","219.7000","3549768.0000","219.5000","223.7500","218.2300"
"2016-06-17T00:00:00","215.4700","3107734.0000","217.8100","219.9900","214.5000"
"2016-06-16T00:00:00","217.9300","2438692.0000","217.4200","218.0400","213.5000"
"2016-06-15T00:00:00","217.7000","2905002.0000","216.9500","221.9000","215.1300"
"2016-06-14T00:00:00","214.9600","3575822.0000","218.8800","222.2000","212.5300"
"2016-06-13T00:00:00","217.8700","4187833.0000","219.5000","225.7700","217.6600"
"2016-06-10T00:00:00","218.7900","5994548.0000","227.3900","227.9700","218.4217"
"2016-06-09T00:00:00","229.3600","4454222.0000","234.9800","235.3300","227.0600"
"2016-06-08T00:00:00","235.5200","5965110.0000","233.8000","240.8450","232.6050"
"2016-06-07T00:00:00","232.3400","6194154.0000","222.2400","234.4400","221.5200"
"2016-06-06T00:00:00","220.6800","2242634.0000","218.0000","220.9000","215.4500"
"2016-06-03T00:00:00","218.9900","2226110.0000","220.0000","221.9400","218.0100"
"2016-06-02T00:00:00","218.9600","2017279.00T00:00:0000","219.5900","219.9090","217.1100"
"2016-06-01T00:00:00","219.5600","2982270.0000","221.4800","222.4000","216.8900"
"2016-05-31T00:00:00","223.2300","2786682.0000","223.0400","224.7497","221.5001"
"2016-05-27T00:00:00","223.0400","3645792.0000","224.9900","225.9300","220.7500"
"2016-05-26T00:00:00","225.1200","4066512.0000","220.5000","225.2600","219.0500"
"2016-05-25T00:00:00","219.5800","3131279.0000","217.9100","221.3600","216.5100"
"2016-05-24T00:00:00","217.9100","3009327.0000","216.6000","218.7400","215.1800"
"2016-05-23T00:00:00","216.2200","5096751.0000","219.8700","222.6000","215.8600"
"2016-05-20T00:00:00","220.2800","8996546.0000","216.9900","220.5500","216.3500"
"2016-05-19T00:00:00","215.2100","6817922.0000","213.6200","216.7900","207.3000"
"2016-05-18T00:00:00","211.1700","5552692.0000","209.1500","215.3100","207.7500"
"2016-05-17T00:00:00","204.6600","2842028.0000","209.0500","209.8199","204.0200"
"2016-05-16T00:00:00","208.2900","2945754.0000","208.1500","213.1500","207.9200"
"2016-05-13T00:00:00","207.6100","2820616.0000","207.7800","211.2000","206.7000"
"2016-05-12T00:00:00","207.2800","3650075.0000","211.4400","211.6700","203.6572"
"2016-05-11T00:00:00","208.9600","5159640.0000","207.5900","215.4800","206.0500"
"2016-05-10T00:00:00","208.6900","4068053.0000","207.5500","209.4700","205.0000"
"2016-05-09T00:00:00","208.9200","4772992.0000","215.7200","216.1500","206.8000"
"2016-05-06T00:00:00","214.9300","5683675.0000","210.8700","216.3700","208.1100"
"2016-05-05T00:00:00","211.5300","11248340.0000","228.4600","228.6400","209.7900"
"2016-05-04T00:00:00","222.5600","8550004.0000","230.2900","234.4600","220.4000"
"2016-05-03T00:00:00","232.3200","4296325.0000","237.3600","238.9100","231.6200"
"2016-05-02T00:00:00","241.8000","3838958.0000","241.5000","243.1900","234.8200"
"2016-04-29T00:00:00","240.7600","5405164.0000","248.1400","248.4300","237.8100"
"2016-04-28T00:00:00","247.7100","2515595.0000","249.8500","253.4300","247.4400"
"2016-04-27T00:00:00","251.4700","3198105.0000","252.7500","255.0000","249.4000"
"2016-04-26T00:00:00","253.7400","3217779.0000","252.0500","255.7300","249.3900"
"2016-04-25T00:00:00","251.8200","3665088.0000","253.0100","257.3800","250.7600"
"2016-04-22T00:00:00","253.7500","3783126.0000","248.8900","254.0000","245.7100"
"2016-04-21T00:00:00","248.2900","2777079.0000","248.9900","250.9000","246.9100"
"2016-04-20T00:00:00","249.9700","5192343.0000","246.2600","253.6600","241.5000"
"2016-04-19T00:00:00","247.3700","6351360.0000","253.1200","254.3699","241.2510"
"2016-04-18T00:00:00","253.8800","4263246.0000","252.2300","258.3100","251.6600"
"2016-04-15T00:00:00","254.5100","3748593.0000","251.3100","254.6000","249.1200"
"2016-04-14T00:00:00","251.8600","4129258.0000","253.0000","256.8390","251.0501"
"2016-04-13T00:00:00","254.5300","4921554.0000","248.5100","255.5000","247.3300"
"2016-04-12T00:00:00","247.8200","5755351.0000","249.5000","251.8000","243.6300"
"2016-04-11T00:00:00","249.9200","9156404.0000","251.0000","258.9900","245.3000"
"2016-04-08T00:00:00","250.0700","7352707.0000","260.5000","260.8200","248.0201"
"2016-04-07T00:00:00","257.2000","8845567.0000","266.4500","269.3400","254.5100"
"2016-04-06T00:00:00","265.4200","11695760.0000","253.9700","267.7400","253.4500"
"2016-04-05T00:00:00","255.4700","9931470.0000","240.5000","256.5600","240.0000"
"2016-04-04T00:00:00","246.9900","13381160.0000","249.1200","252.1200","243.6400"
"2016-04-01T00:00:00","237.5900","15979910.0000","244.8250","247.9000","233.2500"
"2016-03-31T00:00:00","229.7700","7975638.0000","229.3400","237.4200","225.0100"
"2016-03-30T00:00:00","226.8900","4025670.0000","235.0900","235.5000","226.5000"
"2016-03-29T00:00:00","230.1300","4006037.0000","229.8900","232.3800","225.3300"
"2016-03-28T00:00:00","230.2600","3878599.0000","231.6100","234.8100","225.0000"
"2016-03-24T00:00:00","227.7500","4956604.0000","215.7800","228.8877","215.0000"
"2016-03-23T00:00:00","222.5800","4936203.0000","232.3700","234.7300","222.0300"
"2016-03-22T00:00:00","234.2400","4303052.0000","237.2100","238.9900","232.5580"
"2016-03-21T00:00:00","238.3200","5289014.0000","235.3400","239.8800","235.0000"
"2016-03-18T00:00:00","232.7400","4704761.0000","229.1000","234.4800","228.0600"
"2016-03-17T00:00:00","226.3800","3769083.0000","221.4700","228.5000","220.0000"
"2016-03-16T00:00:00","221.9300","3511873.0000","218.0000","222.5800","217.0200"
"2016-03-15T00:00:00","218.3400","3133230.0000","214.2700","218.9700","211.5000"
"2016-03-14T00:00:00","215.1500","4062304.0000","212.6500","216.7200","210.6400"
"2016-03-11T00:00:00","207.5000","3339148.0000","207.9300","209.4200","205.3300"
"2016-03-10T00:00:00","205.1800","5191602.0000","210.0000","213.2900","200.6710"
"2016-03-09T00:00:00","208.7200","3207597.0000","204.5200","209.3726","202.7900"
"2016-03-08T00:00:00","202.6000","4175498.0000","203.5000","207.5000","202.2000"
"2016-03-07T00:00:00","205.2900","5331097.0000","197.6800","209.7000","197.4000"
"2016-03-04T00:00:00","201.0400","6479858.0000","198.0000","204.0300","197.5001"
"2016-03-03T00:00:00","195.7400","4822993.0000","188.2800","197.4200","184.2200"
"2016-03-02T00:00:00","188.3400","4858631.0000","183.7300","188.5200","181.5000"
"2016-03-01T00:00:00","186.3500","6695704.0000","194.2500","195.9484","182.7000"
"2016-02-29T00:00:00","191.9300","4495402.0000","192.4000","196.3500","189.2220"
